Terms,TOP,BOT
setbacks,0,1
seti,1,0
sets,4,6
setting,4,5
settings,1,0
settle,5,1
settled,1,1
settlement,0,1
settlements,0,1
settling,1,0
setup,0,2
seuss,1,0
seven,28,17
sevendigit,5,0
sevenfold,0,1
sevenmonth,0,1
sevenseven,1,0
seventh,4,0
seventy,0,1
sevenyearold,1,0
several,14,11
severe,1,3
sewn,0,1
sex,40,7
sexless,0,1
sexlessness,1,0
sexologist,1,0
sexting,1,0
sexual,16,0
sexuality,3,0
sexually,8,2
sexy,2,0
shadow,2,1
shadows,1,0
shadowy,0,1
shady,1,0
shaft,1,0
shake,6,3
shakes,2,0
shakespeare,8,0
shakespeares,1,0
shaking,3,3
shakira,2,0
shaky,0,1
shale,0,3
shall,3,2
shallow,5,0
sham,0,2
shambolic,0,2
shame,24,4
shameful,1,0
shamemy,1,0
shameso,1,0
shaming,4,0
shape,10,9
shaped,4,5
shapelaughteri,1,0
shapeless,0,1
shapes,8,2
shaping,2,0
shard,2,1
shards,1,0
share,20,31
shared,5,5
sharedits,0,1
sharing,2,7
shark,0,2
sharks,2,1
sharkylaughteri,0,1
sharp,1,0
sharpen,1,0
sharper,2,1
sharpie,1,0
shatter,2,2
shattered,1,0
shatters,1,0
shaved,0,1
shaw,1,0
shawn,1,0
shayamalan,0,1
shearwater,0,1
shed,8,4
sheen,0,1
sheep,0,2
sheer,1,1
sheet,1,1
sheetlaughternow,0,1
sheets,2,2
sheikh,1,0
shelf,4,2
shell,0,6
shellwhat,0,1
shelter,0,4
shelves,0,2
shelving,0,4
sheraton,1,0
sheriff,1,0
sherwin,1,0
shes,43,21
shift,8,3
shifted,2,1
shifting,2,3
shifts,0,1
shinier,2,0
shiniest,1,0
shining,7,2
ship,0,8
shipmenti,2,0
shipped,1,3
shipping,3,0
ships,0,2
shirt,1,2
shit,5,2
shitlaughteri,1,0
shitthis,0,1
shivering,1,0
shoahforbade,0,1
shock,1,3
shocked,6,2
shocking,3,2
shocks,0,1
shoddy,0,1
shoe,0,2
shoes,4,5
shook,0,2
shoot,2,2
shoots,0,1
shop,1,6
shopkeeper,1,0
shoplaughterand,1,0
shoppers,0,2
shopping,7,4
shops,0,5
shore,1,2
shoreline,1,2
shores,0,1
shoring,0,2
short,17,12
shortcoming,0,1
shortcomings,0,1
shortcut,2,1
shorter,3,0
shortest,1,0
shorthand,0,1
shortquads,1,0
shortterm,2,0
shot,8,3
shots,1,0
shoulder,6,5
shoulderlaughterjoe,1,0
shoulders,1,0
shouldersvideo,1,0
shouldlaughtercliffside,1,0
shouldnt,5,6
shouldve,1,0
shouting,3,3
shove,1,0
show,68,63
showcase,0,1
showed,16,12
shower,3,1
showing,7,13
shown,5,10
shows,12,24
showsqueakingthats,1,0
shrimp,0,3
shrimpj,1,0
shrine,0,1
shrink,0,2
shrubb,0,1
shrubs,0,2
shrug,1,0
shrugging,1,0
shrunk,0,2
shuffle,1,0
shuffling,1,0
shunting,1,0
shut,7,3
shutonly,0,1
shy,3,5
shyly,0,1
shyness,2,0
sibling,1,1
siblings,1,2
sick,4,14
sickening,0,1
sickness,1,1
side,37,33
sideburstlaughterthat,1,0
sideif,1,0
sidenow,0,1
sides,1,4
sidewalk,1,0
sidewalkragged,0,1
sideways,0,1
siding,0,1
sierra,2,0
sietas,3,0
sifting,1,0
sigh,1,0
sight,3,2
sightkt,1,0
sign,7,11
signage,0,1
signal,2,3
signals,1,1
signatures,0,3
signed,1,5
significance,4,0
significant,13,4
significantly,8,5
significantso,0,1
significantthere,0,1
signifies,0,1
signing,1,2
signs,3,4
silence,5,0
silent,5,2
silently,0,1
silicon,0,2
siliconbased,0,1
silkier,1,0
silly,3,0
silver,0,2
similar,10,13
similarly,1,3
similarso,1,0
simmer,0,1
simmered,0,1
simple,27,36
simpler,0,4
simplest,3,1
simpleyou,1,0
simplicity,0,6
simplification,0,1
simplified,0,2
simplify,0,1
simplifying,0,2
simply,13,21
simulate,2,0
simulated,0,1
simulates,1,0
simulation,1,2
simulator,3,0
simulators,3,0
simultaneity,0,1
simultaneous,0,1
simultaneously,3,0
since,22,27
sincere,0,2
sincerity,1,0
sinclair,0,1
sing,0,4
singapore,1,0
singing,3,1
single,46,25
singsong,1,0
singularly,1,0
sinhala,0,1
sink,6,3
sins,2,1
siq,0,5
sir,16,0
siraudience,3,0
siren,1,2
sirena,1,0
siri,1,0
sirlaughteri,2,0
sirlaughterthe,1,0
sister,10,5
sisterlaughterapplause,1,0
sisters,7,4
sit,13,6
sitar,1,0
site,1,6
sites,0,4
sits,1,3
sitting,25,15
situation,19,13
situations,8,2
situationsi,1,0
situationso,0,1
situationsthis,0,1
six,39,18
sixandahalfmillion,1,0
sixdigit,1,0
sixpercent,1,0
sixteen,1,0
sixth,7,1
sixthab,1,0
sixthsense,3,0
size,13,19
sizenow,1,0
sizewise,0,1
skateboarders,0,1
skeptical,2,0
skeptics,2,0
sketch,0,1
sketching,0,4
skies,0,1
skill,7,1
skillbased,0,1
skillfully,0,1
skills,9,12
skin,7,10
skinnier,1,0
skins,0,1
skip,1,0
skips,2,0
skirt,0,1
skisnow,0,1
skit,0,1
skull,2,0
skus,0,1
sky,6,2
skydiving,1,0
skyline,0,1
skywhat,0,1
slamming,0,2
slapstick,0,1
slashed,0,1
slashing,0,1
slate,0,1
slaughtered,0,2
slavesmany,0,1
sled,0,5
sleds,0,1
sleep,4,3
sleepdeprived,1,0
sleeping,8,1
sleeplaughterand,1,0
sleeplean,0,1
sleeps,0,1
sleepturn,0,1
sleepy,1,0
sleeves,1,0
sleight,1,0
slender,1,0
slept,2,2
slick,0,1
slid,1,0
slide,3,11
slides,0,3
slight,4,1
slightest,1,0
slightly,8,1
slim,2,1
slings,1,0
slip,2,1
slipped,0,2
slipperlaughtermy,1,0
slippery,0,1
sliver,1,1
slobodan,0,1
slogan,1,1
sloping,0,1
slopped,1,0
slot,0,2
slots,0,2
slouchy,1,0
slow,10,5
slowaudience,1,0
slowed,1,0
slower,0,2
slowerand,1,0
slowfor,1,0
slowing,0,1
slowly,8,6
slugfest,1,0
slumber,1,0
slump,1,0
slums,0,1
slut,1,0
slutshaming,1,0
slyi,0,1
smack,1,0
small,28,32
smaller,6,2
smallest,0,1
smalls,1,0
smallscale,0,1
smart,9,8
smarter,2,2
smartest,1,0
smartly,0,1
smartphones,1,0
smashed,0,1
smell,2,17
smelland,0,1
smelled,1,0
smelling,1,0
smells,1,3
smidge,1,0
smile,10,7
smiled,0,1
smiles,2,2
smilethank,0,1
smilingfarther,0,1
smirk,1,0
smith,1,0
smiths,1,0
smithsonian,1,0
smog,0,1
smogforming,0,1
smoke,4,0
smoker,0,1
smokey,1,0
smoking,1,2
smoky,1,0
smooth,2,3
smoothie,1,0
smorgasbord,1,0
sms,1,0
snack,0,2
snap,1,0
snapchat,1,0
snapchatters,1,0
snapshot,0,1
snarlingclaws,0,1
snatched,0,1
sneakiest,1,0
sneaking,1,0
sneers,0,1
sniff,3,1
sniffing,0,1
sniper,1,0
snippets,0,1
snitterfield,1,0
snoopy,0,2
snort,1,0
snout,1,0
snow,3,4
snowball,0,2
snowdrifts,0,1
snowy,1,0
snuck,1,0
soak,1,0
soaks,0,1
soandso,0,1
soap,3,0
soaphalf,0,1
soapmight,0,1
soared,1,0
soaring,0,1
sobbed,1,0
sober,1,0
sobering,0,1
sobs,1,0
socalled,0,3
soccer,4,0
social,39,32
socialism,0,1
socialist,1,0
socially,2,1
socialto,1,0
societies,12,5
societiesyou,1,0
society,9,26
societyand,0,2
societythe,1,0
sociologists,1,0
socrates,1,0
sodcastinglaughterimposing,1,0
soft,0,6
softcore,0,1
softer,0,1
softly,0,1
softlythank,1,0
softspoken,1,0
software,8,7
softwaretraining,0,1
soil,2,2
solar,1,12
solarpowered,0,1
sold,1,5
solddearest,0,1
soldiers,1,5
sole,0,1
soleil,0,2
solely,0,2
solid,8,4
solidarity,0,2
solidifying,0,1
solidity,0,1
solitude,4,1
solo,1,1
soloist,1,0
solomon,10,0
solomonlaughterapplausei,1,0
solomonlaughterhe,1,0
solution,6,24
solutionnow,0,1
solutions,3,17
solvable,0,1
solve,5,10
solveand,0,1
solved,2,1
solvent,0,2
solvents,0,5
solves,0,1
solving,0,6
solzhenitsyn,1,0
somebody,71,24
somebodys,7,2
someday,0,2
somehow,11,9
someone,54,42
someones,4,1
somersaulting,1,0
something,152,150
somethingnumber,1,0
somethings,0,1
sometime,2,0
sometimes,46,27
somewhat,6,0
somewhere,3,11
somewheremasters,1,0
son,3,6
song,7,8
songs,6,0
songwriter,0,1
songwritings,0,1
sonofabitchlaughterbut,1,0
sons,1,2
sony,1,2
soon,13,13
sooner,2,0
soonso,0,1
soonthank,1,0
sooty,0,1
sophisticated,1,0
sophomores,1,0
sopping,0,1
sorbitans,0,1
sorcerers,0,1
sordid,2,0
sore,0,2
soros,1,0
sorrow,0,1
sorrowand,1,0
sorrows,0,1
sorry,10,11
sorrybut,1,0
sorrylaughterif,1,0
sorrysighnow,1,0
sort,36,63
sorted,1,1
sorts,3,5
sought,2,0
soul,3,2
soulaye,0,1
sound,24,27
sounded,0,1
sounding,1,2
soundless,1,0
sounds,19,11
soundsmusici,1,0
soundvideo,1,0
soup,0,3
source,10,3
sources,2,7
south,26,31
southeast,1,1
southern,4,2
southwest,0,2
sovereignty,0,1
soviet,1,3
sow,3,0
sowing,1,0
sown,0,1
sows,2,0
soybean,0,1
spa,0,2
space,31,35
spaceapplauseapplause,1,0
spaceaudience,1,0
spacebut,0,1
spaces,1,4
spaceship,0,1
spaceslaughterand,1,0
spacewar,0,1
spades,1,0
spain,2,0
spam,4,1
span,1,1
spanish,1,0
spare,0,1
spark,1,1
sparkle,0,1
sparks,0,1
spatial,1,0
speak,27,8
speakbut,1,0
speaker,4,1
speakers,2,7
speakhow,1,0
speaking,15,3
speakingregister,1,0
speaks,3,1
special,14,14
specialist,1,1
specialists,2,1
specialize,1,1
specialized,1,0
specially,0,1
specialso,0,2
specialty,0,2
species,6,41
specific,5,4
specifically,4,6
specificationsat,0,1
specifics,0,1
spectacular,1,8
spectator,1,0
spectral,1,0
spectrum,2,1
speculated,1,0
speech,10,3
speechlaughterlisten,1,0
speechvideo,1,0
speed,3,5
speeding,2,0
speeds,2,1
spell,4,0
spelled,0,1
spelling,2,0
spencer,0,1
spend,16,10
spendi,0,1
spending,4,2
spends,1,1
spent,23,13
sperm,3,0
spermatazoi,0,1
spermatozoa,0,1
sphere,3,4
spheres,1,2
spherical,0,1
spider,0,1
spielberg,0,1
spike,7,0
spikes,1,0
spikesbecause,1,0
spill,2,6
spills,0,1
spin,0,3
spinal,4,0
spinning,1,1
spins,1,0
spiral,1,0
spiraloid,0,1
spirit,9,1
spirits,1,1
spiritual,4,5
spiritually,1,0
spiritwere,1,0
spit,1,1
spite,1,4
splendid,0,1
splendor,0,1
split,10,1
splitting,1,0
spoil,0,1
spoke,4,3
spoken,6,1
spokenword,11,0
sponges,0,2
sponsor,1,2
sponsored,1,2
spontaneity,1,0
spontaneous,1,2
spontaneously,2,1
spooked,1,0
spoon,1,0
sport,3,0
sportand,0,1
sports,5,3
spot,17,4
spotlight,1,0
spots,3,3
spotsshankar,0,1
spotter,1,0
spotterso,1,0
spouse,1,1
spouses,1,0
sprach,0,2
sprawling,0,1
sprawls,0,1
sprawlwell,0,1
spraying,0,1
spread,6,3
spreading,2,4
spreadingthank,2,0
spreadsheet,0,1
spreadslast,1,0
spring,2,2
springs,1,2
sprinta,1,0
sprinted,1,0
sprouts,0,1
spur,0,1
spurlock,1,0
spurt,1,0
spurted,1,0
sputnik,0,12
squabbles,0,1
squalorbut,0,1
squander,1,0
squandered,0,1
square,11,8
squared,15,0
squarefoot,0,1
squareninesevenfiveeight,1,0
squaring,1,0
squash,0,1
squat,0,1
squats,1,0
squatter,0,1
squawk,0,1
squealing,1,0
squeeze,5,0
squeezebox,0,1
squeezing,1,0
squid,3,1
squiggles,2,0
squirm,1,0
squirrels,2,0
squishes,0,1
sri,3,3
ssris,1,0
stab,1,0
stability,0,3
stabilize,1,0
stable,3,2
stack,3,1
stacked,1,0
stacks,1,3
stadium,0,1
staff,2,7
stage,15,2
stages,0,2
stagethank,1,0
staggered,1,0
staggering,1,3
stagnant,0,1
stainless,1,0
staircase,1,0
stairkeep,0,1
stairs,2,2
stairwella,0,1
stake,0,3
stakes,1,1
stale,1,0
stalemate,0,1
stalked,0,1
stall,1,0
stalling,1,0
stallionwho,0,1
stallsfor,0,1
stamina,1,0
stamp,1,0
stamped,0,1
stampeded,0,1
stamps,1,0
stand,27,13
standard,5,3
standardized,1,0
standardlaughterapplausestriking,1,0
standards,2,0
standing,17,6
stands,6,6
standup,2,0
stanford,1,2
staple,0,1
star,3,2
starbucks,1,0
stare,2,0
stared,1,0
starekeep,0,1
staring,2,0
stark,0,1
starr,1,0
stars,2,5
start,82,47
started,73,60
starting,12,10
startlaughtersend,1,0
startled,2,2
startling,1,0
starts,21,10
startup,1,0
starve,2,0
starving,1,0
state,24,20
statement,3,6
statementlaughterand,1,0
states,26,28
statesponsored,0,1
statesso,0,1
static,4,0
statin,3,0
statinbut,1,0
statins,1,0
station,4,7
stationary,0,1
stations,0,8
statistic,4,2
statistical,3,0
statistically,3,0
statisticians,2,0
statistics,6,3
statisticslaughterand,1,0
stats,0,1
statue,2,0
status,7,7
statusapplause,1,0
statusthe,0,1
stay,24,12
stayed,7,2
stayedwhen,0,1
staying,6,0
steadily,0,1
steak,0,2
steal,2,0
stealing,1,0
steam,0,1
steel,2,0
steely,0,1
steep,0,1
steepening,0,1
steered,1,0
steers,1,0
steffen,0,1
steinbeck,1,0
steinhardt,0,1
stems,0,1
stenchnot,0,1
step,22,18
stepbystep,1,0
stephanie,1,0
stephans,0,1
stephen,2,1
stepped,0,2
steps,3,7
stereo,3,0
stereolithography,0,1
stereotype,0,1
stereotypes,3,2
sterilizing,0,1
steroids,0,1
steve,13,0
steven,1,2
stewed,0,1
stick,10,8
sticker,1,0
sticking,3,2
sticklaughteri,1,0
sticks,3,0
sticky,3,0
stiff,0,1
stifle,1,0
stigma,1,5
stigmadisclosure,0,1
stigmatize,1,0
stigmatized,1,0
stigmatizing,0,2
stigmavideo,0,1
still,65,61
stilllife,0,1
stimulate,3,0
stimulated,1,2
stimulation,8,1
stimuli,2,0
stimulus,0,3
stings,1,0
stink,0,1
stinking,0,1
stipulation,0,1
stir,0,1
stirred,1,1
stirring,0,1
stirrings,1,0
stirs,0,2
stitch,1,1
stock,1,3
stockade,1,0
stockbroker,0,1
stockstill,0,1
stockwell,1,0
stoked,2,0
stoking,0,1
stolen,2,1
stomach,1,0
stomachs,0,1
stone,3,6
stones,0,3
stonethrowers,1,0
stonewashed,1,0
stony,1,0
stood,8,9
stop,35,19
stopped,12,8
stoppedkt,1,0
stopping,0,1
stops,1,0
stopsj,1,0
storage,0,2
storagesounds,0,1
store,8,11
stored,0,2
storefront,0,1
stores,2,0
storesnow,0,1
storesof,0,1
storeyouve,1,0
stories,42,83
storiesca,0,1
storiesmy,1,0
storiesstories,1,0
storieswhat,1,0
storm,0,3
storms,0,1
story,76,120
storyi,1,0
storyin,0,1
storylaughterno,1,0
storyline,0,1
storyof,1,0
storyone,0,1
storyteller,6,0
storytellers,0,1
storytelling,0,2
storythis,0,1
storywe,0,1
storywhat,1,0
stovewhat,1,0
straddling,0,1
straight,3,7
straightforward,1,0
straightjacket,0,1
strains,0,1
strands,0,2
strange,7,16
strangeat,1,0
strangely,1,0
stranger,3,2
strangers,9,0
strangler,1,0
strap,1,0
strapped,1,0
straps,1,0
strata,0,1
strategies,0,1
strategieslaughterapplausethank,1,0
strategy,3,1
stratford,3,0
stratfordonavon,1,0
stratosphere,0,2
stratospheric,1,0
strauss,0,1
strausskahn,1,0
straw,0,1
stray,1,0
strayingnow,1,0
streak,1,1
stream,0,4
streaming,1,0
streams,1,0
street,10,12
streetcorners,1,0
streetdroning,0,1
streets,1,7
streetsorry,1,0
streetthey,0,1
strength,3,1
strengthen,2,1
strengthened,1,0
strengthens,1,0
strengths,0,1
stress,79,4
stressed,4,1
stressedwhich,1,0
stresses,1,0
stressfree,0,1
stressful,9,1
stressinduced,2,0
stressnow,2,0
stressors,1,0
stressreactive,1,0
stressrelated,1,0
stresswho,1,0
stretch,2,2
striated,0,1
strict,3,1
strictly,0,2
strike,1,6
strikes,2,0
striking,0,3
string,0,3
strings,1,1
strip,0,4
stripe,0,2
stripmine,1,0
stripmines,0,1
stripped,1,3
stripper,2,0
strips,0,2
strive,1,0
stroke,9,0
strokeon,1,0
strokes,1,0
stroll,0,1
strong,8,8
stronger,0,2
strongest,2,0
stronglaughteryeah,1,0
strongly,2,0
struck,5,2
structural,0,2
structurally,1,0
structure,4,2
structured,0,1
structures,3,4
struggle,9,11
struggled,1,0
strugglewell,0,1
struggling,6,3
strung,0,1
struts,0,1
stubbornness,1,1
stuck,7,2
student,17,10
students,38,19
studentslaughterand,1,0
studied,2,1
studiedthe,1,0
studies,5,3
studio,4,2
study,45,14
studying,10,6
studysince,1,0
stuff,23,34
stuffed,0,1
stuffi,1,0
stufflaughteri,1,0
stuffph,0,1
stuffy,0,1
stumble,1,0
stumbled,2,0
stumbling,0,1
stump,1,0
stumptailed,1,0
stunning,0,1
stunts,2,0
stupid,7,4
stupidlaughterthats,1,0
style,1,1
styles,2,0
stylish,2,0
stylists,1,0
stywe,0,1
subhuman,0,1
subject,10,9
subjects,6,3
subjectsin,0,1
sublimated,0,1
sublimation,0,1
subliminal,0,1
submission,1,0
submit,1,3
submitted,0,2
subprime,0,1
subsaharan,5,8
subscribe,1,0
subscriptions,0,1
subsequent,0,2
subsistence,0,1
subsonic,0,1
substance,1,2
substances,0,3
substandard,1,0
substantial,0,1
substitute,0,1
subtle,1,0
subtleties,1,0
subtract,2,0
subtracts,1,0
suburban,0,2
subversive,0,6
subverted,0,2
subverts,0,1
subway,0,3
succeed,1,3
succeeding,1,0
succeeds,1,0
success,22,10
successand,1,0
successes,3,1
successful,11,18
successfully,2,1
succession,1,1
successive,0,1
successlaughterand,1,0
successthank,1,0
successthe,1,0
successthis,0,1
succumb,0,1
suck,1,2
sucked,1,1
sucklaughterand,1,0
sucks,1,0
suction,0,1
sudan,0,3
sudden,5,7
suddenly,14,8
sue,1,0
sued,1,1
suffer,1,2
suffered,4,1
suffering,9,12
sufferings,0,1
suffers,0,1
suffice,0,1
sufficient,0,1
sufficiently,1,0
suffocating,1,0
suffused,0,1
sugar,3,1
suggest,3,5
suggested,4,2
suggesting,0,1
suggestion,0,1
suggestioni,0,1
suggests,2,0
suicidal,1,0
suicide,4,0
suit,4,3
suitable,1,1
suitcase,8,0
suitcases,2,0
suitcaseso,1,0
suite,0,1
suited,0,1
suitlaughterbut,0,1
suki,0,5
sum,1,3
summarize,1,1
summary,0,1
summed,0,1
summer,9,9
summernow,1,0
summers,1,0
summit,1,0
sums,0,2
sun,4,12
sunand,0,1
sunbeams,0,1
sunburn,0,1
sunburnand,0,1
sunday,1,1
sundayca,1,0
sundrythat,0,1
sunlight,0,1
sunny,0,3
sunracer,0,1
sunrise,1,0
sunset,1,0
sunshine,1,1
suny,1,0
super,2,3
superbly,0,1
supercomputer,0,1
superficial,3,0
superhighway,1,2
superiority,1,0
superioritybut,1,0
superjournalists,0,1
supermarket,6,1
superpower,1,1
supersecure,0,1
supervisor,2,0
supperand,1,0
supplier,0,1
suppliers,0,1
supplies,0,1
supply,3,3
support,11,19
supported,1,1
supporter,0,1
supporters,0,2
supporting,1,3
supportive,1,0
supports,0,1
suppose,5,4
supposed,22,5
supposedly,1,0
supposing,0,1
suppress,3,0
supreme,5,0
supremewhich,0,1
sure,37,38
surebut,1,0
surelaughter10,1,0
surely,0,5
surface,9,15
surfaced,2,0
surfacenow,1,0
surfaces,0,1
surfactant,0,1
surfactants,0,2
surfers,0,1
surgeon,1,5
surgeonand,0,1
surgeons,2,1
surgeries,1,4
surgery,6,14
surgerybank,0,2
surgeryok,0,1
surgical,0,1
surpassed,0,1
surplusthe,0,1
surprise,8,3
surprised,5,2
surprises,2,0
surprisesbut,1,0
surprisesnot,1,0
surprisethe,0,1
surprising,3,1
surprisingbut,1,0
surprisingly,3,0
surrender,3,3
surrenderand,1,0
surrenders,0,1
surreptitiously,1,0
surround,1,1
surrounded,2,2
surroundings,3,1
surrounds,0,1
surveillance,1,4
survey,2,3
surveys,0,1
survival,4,2
survive,13,9
survived,3,1
survives,1,0
surviving,0,1
survivors,2,0
susan,2,0
sushi,1,0
suspect,3,0
suspects,1,0
suspended,1,1
suspense,0,1
suspicions,1,0
suspicious,0,6
suspiciously,1,0
sustain,2,2
sustainability,1,0
sustainable,1,8
sustained,0,4
sustaining,1,0
sustains,2,0
suu,0,1
suv,0,1
swahili,0,4
swallow,1,0
swallowing,0,1
swam,1,0
swami,0,2
swap,6,1
swapped,0,1
swarms,0,1
sway,0,1
swaying,1,0
sweat,4,2
sweated,0,1
sweater,1,0
sweatpants,2,0
sweatshirt,1,0
sweden,0,4
swedens,0,1
swedish,5,1
sweep,1,0
sweeping,1,0
sweet,5,3
sweeter,1,0
sweetheart,1,0
sweetheartmy,0,1
sweetly,0,1
sweets,0,1
sweettalking,1,0
swellok,0,1
swept,2,0
swim,1,1
swimming,1,8
swing,1,1
swinging,0,1
swings,1,0
switch,1,5
switchanother,0,1
switched,2,2
switchedon,1,0
switches,0,2
switching,1,1
switchplates,0,1
swivel,1,0
swollen,0,1
sword,1,0
swore,0,1
sydney,1,0
sylvias,0,1
symbiotica,0,2
symbol,0,5
symbolic,1,0
symbolically,0,1
symbolized,1,0
symbols,1,1
symmetrical,1,0
symmetry,1,1
sympathetic,0,1
sympathy,2,3
symphony,1,0
symposium,0,1
symptom,1,0
symptoms,1,0
synagogue,0,7
synagogues,1,0
synapse,0,1
sync,0,1
synchronicity,1,0
synchronous,0,1
syncs,2,0
syndrome,2,0
synergistic,0,1
synergy,0,1
synonymous,1,0
synonymouslaughtermainstreaming,1,0
synthesis,3,0
synthesize,5,0
synthesized,4,0
synthesizing,3,0
synthetic,6,2
syria,0,1
syrians,0,1
system,51,49
systematic,0,3
systematically,0,3
systemca,1,0
systems,22,19
systemso,0,1
table,13,14
tableand,0,1
tablecloth,1,0
tables,2,2
tablet,2,3
tabletop,6,0
taboo,1,0
tabs,0,1
tack,1,0
tacks,2,0
tactic,1,0
tactics,0,5
tactile,1,0
tag,1,4
tagged,0,1
tagging,0,2
tags,1,4
tahrir,0,3
tail,1,5
tailor,1,0
tails,0,1
take,143,131
takeaway,1,0
takelast,0,1
taken,10,14
takeoff,1,0
takeout,0,1
takes,19,24
taking,18,22
tale,0,2
talent,5,3
talented,2,2
talents,3,0
talentso,1,0
talisman,0,1
talk,97,81
talked,17,17
talker,1,0
talking,45,35
talklaughternow,1,0
talknow,1,0
talks,2,6
talkwomens,1,0
tall,2,1
taller,1,0
tallest,0,1
tamil,0,3
tamper,2,0
tan,1,0
tangibilitate,0,3
tangible,1,2
tank,4,6
tanking,1,0
tanks,0,3
tantalizing,1,0
tantrums,1,0
tanzania,0,1
tanzanian,0,1
tap,3,1
tapdanced,1,0
tape,6,8
taped,4,1
tapered,1,0
tapes,5,0
tapestries,1,0
taping,0,1
target,7,0
tart,1,0
task,9,5
tasks,9,2
taskshifting,0,2
tasmania,0,1
taste,4,3
tasted,1,1
tastes,2,1
tasty,0,1
tattooed,0,1
tattoos,2,0
taught,7,12
tax,0,3
taxes,0,1
taxi,0,5
taxicab,1,0
taxis,0,1
taxonomic,0,1
taxpayer,0,2
taxpayers,0,1
taxpayerthat,0,1
taylor,1,0
tchaikovsky,0,1
tea,1,3
teach,20,7
teacher,6,8
teachers,5,5
teaches,3,4
teaching,12,8
teachings,0,3
team,9,12
teamand,0,1
teamapplausefederico,1,0
teambut,1,0
teammates,1,2
teams,1,4
teamwork,1,0
tearing,1,1
tears,3,3
tearscount,0,1
tearsnow,0,1
teaspoons,1,0
tech,1,7
technical,4,5
technically,1,0
technician,0,1
technicians,0,2
technique,1,2
techniques,4,6
technocratic,0,6
technoids,0,1
technological,0,9
technologically,1,1
technologies,1,9
technologist,0,1
technologists,0,1
technology,23,83
technologyand,0,1
technologyenabled,0,1
technologyheres,0,1
technologyso,0,1
technorati,0,1
techwell,0,1
ted2003,0,1
tedcheers,1,0
tedlaughteror,1,0
tedlike,0,1
tednumber,0,1
tedstephen,1,0
tedster,1,2
tedsters,3,0
tedwomen,2,0
tedx,2,0
tedxkrakow,0,1
teems,0,1
teenage,0,2
teenager,4,1
teenagers,8,3
teeth,2,3
teethlaughtersomething,1,0
tehran,0,1
telecommunications,0,2
telecoms,0,1
teleconsultation,0,1
telegrams,1,0
telemedicine,0,1
telemetry,0,1
telephone,6,7
telepresence,0,1
television,10,16
televisionlaughterso,1,0
televisionvideo,0,1
tell,120,104
telling,24,21
tells,11,11
tellswhy,1,0
telltale,1,0
temper,3,0
temperature,2,4
temperatures,1,0
tempered,1,0
template,0,1
temple,0,5
temples,0,1
tempo,0,1
temporariness,0,1
temporary,0,7
tempt,1,0
tempting,1,1
ten,4,4
tenacity,1,0
tend,17,11
tended,1,0
tendency,2,0
tender,1,0
tenderness,1,0
tending,1,0
tends,2,1
tenements,1,0
tenets,1,0
tennis,1,2
tens,3,3
tense,1,0
tension,1,1
tensions,1,0
tent,4,4
tentacles,1,0
tenth,1,2
tents,0,1
term,5,8
terminology,1,0
terms,11,47
terrain,0,1
terrestrial,0,1
terrible,7,8
terribly,2,1
terrific,2,2
terrified,6,0
territory,1,3
terror,1,1
terrorist,3,1
terrorists,0,1
terry,1,0
teruo,0,1
test,15,11
tested,1,0
testicular,1,0
testimonial,0,1
testing,1,3
testosterone,8,0
tests,1,10
tethered,1,1
tethers,0,1
tetralogies,0,1
tewa,0,1
texas,2,5
text,1,5
textbook,1,0
textbooks,0,1
textiles,1,1
texting,1,0
texts,1,1
texture,3,1
textures,0,1
thank,47,36
thanked,2,0
thankfullylaughterno,1,0
thanking,1,0
thanks,4,6
thanksapplausebut,1,0
thanksgiving,3,0
thatand,0,1
thatbut,1,0
thatcher,0,1
thati,0,1
thatlaughteranyway,1,0
thatlaughterapplauseso,1,0
thatlaughterfor,1,0
thatlaughteri,1,0
thatlaughterim,1,0
thatlaughterits,1,0
thatlaughterokay,1,0
thatlaughterwhat,1,0
thatll,2,0
thatnow,1,0
thatnumber,1,0
thatok,0,1
thatpenultimate,1,0
thats,223,242
thatso,3,3
thatthe,1,0
thatthis,0,1
theater,4,2
thee,0,1
theft,1,0
theist,0,1
theistic,0,1
themand,2,3
themapplausenow,0,1
thembut,2,0
theme,1,4
themes,1,5
themeven,0,1
themive,1,0
themlaughteri,1,0
themlaughterreally,1,0
themlaughteryou,1,0
themmy,0,1
themnow,1,0
themselvesca,1,0
themselvesclinical,1,0
themselvesso,0,2
themshortly,1,0
themso,3,3
themthank,1,0
themthen,0,1
themwe,0,1
themwhat,1,0
themwhen,0,1
themyears,1,0
thenaldus,0,1
thenbut,0,1
thenwe,0,1
theocracies,0,1
theodoor,4,0
theodor,1,0
theoretical,0,2
theories,1,0
theory,14,16
theorylaughterif,1,0
theorylets,1,0
therapist,6,0
therapistlaughteri,1,0
therapists,1,0
therapy,4,0
thereand,0,1
thereapplauseits,1,0
thereapplausenow,0,1
thereapplausewould,1,0
therearound,0,1
therebut,0,1
thereby,2,0
thered,0,2
therefore,1,15
therei,1,0
therein,1,1
therelaughterand,1,0
therelaughteranyway,1,0
therelaughterapplausei,1,0
therelaughteri,1,0
therelaughteroh,1,0
therelaughterthis,1,0
therelets,1,0
therell,2,0
theremoreese,1,0
theremy,0,1
therenever,0,1
therenicole,1,0
therenow,2,1
thereof,0,1
thereok,1,0
